bilet	vopros	order_number	user_count	correct
10	16	9	327	323
10	16	10	251	248
10	16	11	189	187
10	16	12	148	148
10	16	13	116	112
10	16	14	99	96
10	16	15	83	81
10	17	1	11617	8310
10	17	2	5665	4839
10	17	3	3356	2923
10	17	4	2287	2042
10	17	5	1619	1435
10	17	6	1119	1014
10	17	7	820	752
10	17	8	633	572
10	17	9	488	448
10	17	10	371	340
10	17	11	310	273
10	17	12	254	232
10	17	13	200	179
10	17	14	158	144
10	17	15	120	104
10	18	1	9645	7105
10	18	2	4560	3800
10	18	3	2580	2193
10	18	4	1699	1475
10	18	5	1155	1000
10	18	6	782	677
10	18	7	579	496
10	18	8	431	390
10	18	9	324	288
10	18	10	247	220
10	18	11	177	160
10	18	12	152	134
10	18	13	115	108
10	18	14	85	82
10	18	15	68	60
10	19	1	9365	8104
10	19	2	4394	4195
10	19	3	2359	2261
10	19	4	1459	1406
10	19	5	925	897
10	19	6	604	593
10	19	7	407	401
10	19	8	288	285
10	19	9	211	204
10	19	10	170	167
10	19	11	124	122
10	19	12	104	102
10	19	13	86	85
10	19	14	65	64
10	19	15	53	52
10	20	1	9343	7060
10	20	2	4416	3964
10	20	3	2431	2210
10	20	4	1577	1446
10	20	5	1039	986
10	20	6	698	657
10	20	7	485	457
10	20	8	333	320
10	20	9	246	233
10	20	10	179	168
10	20	11	128	124
10	20	12	110	103
10	20	13	88	85
10	20	14	68	64
10	20	15	55	54
11	1	1	16316	12415
11	1	2	7697	7025
11	1	3	4957	4655
11	1	4	3525	3357
11	1	5	2636	2497
11	1	6	1998	1893
11	1	7	1574	1496
11	1	8	1246	1188
11	1	9	971	937
11	1	10	789	763
11	1	11	627	602
11	1	12	497	474
11	1	13	410	399
11	1	14	333	327
11	1	15	273	266
11	2	1	12039	11253
11	2	2	5915	5755
11	2	3	3951	3897
11	2	4	2784	2756
11	2	5	2031	2012
11	2	6	1525	1515
11	2	7	1179	1170
11	2	8	911	908
11	2	9	706	700
11	2	10	562	562
11	2	11	451	447
11	2	12	357	356
11	2	13	284	279
11	2	14	234	231
11	2	15	188	186
11	3	1	12024	9059
11	3	2	6031	4959
11	3	3	4143	3575
11	3	4	3009	2607
11	3	5	2252	1977
11	3	6	1739	1510
11	3	7	1355	1186
11	3	8	1081	939
11	3	9	849	743
11	3	10	681	591
11	3	11	550	480
11	3	12	441	389
11	3	13	360	328
11	3	14	303	272
11	3	15	253	221
11	4	1	11865	7696
11	4	2	6029	5150
11	4	3	4150	3790
11	4	4	2980	2779
11	4	5	2183	2023
11	4	6	1669	1572
11	4	7	1268	1183
11	4	8	981	928
11	4	9	774	736
11	4	10	617	579
11	4	11	493	462
11	4	12	393	370
11	4	13	321	301
11	4	14	271	265
11	4	15	213	201
11	5	1	12538	9454
11	5	2	6418	5450
11	5	3	4201	3678
11	5	4	2954	2630
11	5	5	2190	1976
11	5	6	1631	1453
11	5	7	1237	1137
11	5	8	953	869
11	5	9	740	682
11	5	10	572	531
11	5	11	460	419
11	5	12	380	355
11	5	13	310	291
11	5	14	265	256
11	5	15	214	203
11	6	1	11831	8677
11	6	2	6414	5615
11	6	3	4215	3845
11	6	4	2960	2759
11	6	5	2173	2018
11	6	6	1620	1521
11	6	7	1230	1161
11	6	8	933	871
11	6	9	724	677
11	6	10	581	551
11	6	11	466	442
11	6	12	367	356
11	6	13	291	270
11	6	14	240	232
11	6	15	194	182
11	7	1	9174	8570
11	7	2	5089	5001
11	7	3	3256	3216
11	7	4	2201	2175
11	7	5	1523	1506
11	7	6	1144	1132
11	7	7	820	811
11	7	8	607	606
11	7	9	457	455
11	7	10	353	350
11	7	11	284	281
11	7	12	231	229
11	7	13	180	180
11	7	14	140	140
11	7	15	111	111
11	8	1	9222	8513
11	8	2	5083	4874
11	8	3	3260	3141
11	8	4	2208	2129
11	8	5	1536	1485
11	8	6	1134	1097
11	8	7	815	797
11	8	8	611	591
11	8	9	465	448
11	8	10	358	350
11	8	11	291	281
11	8	12	240	237
11	8	13	182	178
11	8	14	137	131
11	8	15	113	106
11	9	1	9824	8712
11	9	2	5195	4992
11	9	3	3332	3243
11	9	4	2274	2217
11	9	5	1551	1517
11	9	6	1141	1128
11	9	7	824	814
11	9	8	607	602
11	9	9	467	465
11	9	10	360	358
11	9	11	281	272
11	9	12	231	227
11	9	13	174	171
11	9	14	137	135
11	9	15	113	112
11	10	1	11175	5897
11	10	2	6090	4299
11	10	3	4127	3121
11	10	4	3024	2404
11	10	5	2285	1833
11	10	6	1752	1451
11	10	7	1320	1103
11	10	8	1032	849
11	10	9	835	711
11	10	10	662	553
11	10	11	540	448
11	10	12	430	364
11	10	13	349	295
11	10	14	295	256
11	10	15	238	207
11	11	1	11418	10463
11	11	2	5941	5727
11	11	3	3663	3574
11	11	4	2479	2422
11	11	5	1715	1682
11	11	6	1212	1200
11	11	7	889	880
11	11	8	645	636
11	11	9	489	485
11	11	10	374	364
11	11	11	300	294
11	11	12	236	232
11	11	13	183	180
11	11	14	148	146
11	11	15	119	116
11	12	1	12345	7066
11	12	2	6433	5014
11	12	3	4256	3583
11	12	4	3023	2640
11	12	5	2267	1965
11	12	6	1695	1498
11	12	7	1255	1126
11	12	8	958	860
11	12	9	755	695
11	12	10	586	527
11	12	11	458	415
11	12	12	371	344
11	12	13	278	254
11	12	14	228	204
11	12	15	186	175
11	13	1	10675	7371
11	13	2	5294	4471
11	13	3	3396	3000
11	13	4	2335	2095
11	13	5	1631	1449
11	13	6	1233	1108
11	13	7	897	820
11	13	8	663	605
11	13	9	507	456
11	13	10	376	342
11	13	11	300	270
11	13	12	247	223
11	13	13	197	181
11	13	14	172	154
11	13	15	139	126
11	14	1	10727	10438
11	14	2	5100	5006
11	14	3	3091	3036
11	14	4	2003	1971
11	14	5	1332	1309
11	14	6	929	918
11	14	7	662	647
11	14	8	499	493
11	14	9	373	369
11	14	10	277	270
11	14	11	217	216
11	14	12	172	172
11	14	13	129	126
11	14	14	110	110
11	14	15	88	88
11	15	1	10515	6202
11	15	2	5307	3885
11	15	3	3467	2684
11	15	4	2432	1930
11	15	5	1754	1365
11	15	6	1334	1070
11	15	7	999	804
11	15	8	765	616
11	15	9	599	485
11	15	10	471	371
11	15	11	396	322
11	15	12	326	266
11	15	13	263	211
11	15	14	216	180
11	15	15	179	154
11	16	1	12124	11347
11	16	2	6014	5926
11	16	3	3513	3465
11	16	4	2269	2241
11	16	5	1515	1508
11	16	6	1051	1039
11	16	7	738	731
11	16	8	529	522
11	16	9	405	404
11	16	10	305	305
11	16	11	252	252
11	16	12	185	184
11	16	13	143	141
11	16	14	115	112
11	16	15	89	89
11	17	1	11034	5913
11	17	2	6002	4035
11	17	3	4073	2783
11	17	4	2957	2052
11	17	5	2259	1585
11	17	6	1761	1250
11	17	7	1396	1006
11	17	8	1094	796
11	17	9	886	634
11	17	10	719	525
11	17	11	614	436
11	17	12	508	362
11	17	13	426	309
11	17	14	367	271
11	17	15	306	239
11	18	1	8889	6539
11	18	2	4706	4352
11	18	3	2800	2669
11	18	4	1821	1754
11	18	5	1195	1165
11	18	6	844	812
11	18	7	574	558
11	18	8	423	413
11	18	9	306	304
11	18	10	234	229
11	18	11	185	181
11	18	12	142	138
11	18	13	107	102
11	18	14	81	77
11	18	15	68	68
11	19	1	8960	4368
11	19	2	4804	3694
11	19	3	2975	2463
11	19	4	2000	1679
11	19	5	1431	1222
11	19	6	1053	894
11	19	7	775	675
11	19	8	572	488
11	19	9	444	384
11	19	10	335	277
11	19	11	259	216
11	19	12	203	173
11	19	13	162	138
11	19	14	128	108
11	19	15	106	93
11	20	1	8708	3878
11	20	2	4704	3397
11	20	3	2926	2316
11	20	4	2005	1693
11	20	5	1434	1221
11	20	6	1056	936
11	20	7	780	688
11	20	8	571	491
11	20	9	417	380
11	20	10	325	291
11	20	11	247	220
11	20	12	200	183
11	20	13	156	140
11	20	14	127	112
11	20	15	96	91
12	1	1	15399	14784
12	1	2	6744	6685
12	1	3	3861	3839
12	1	4	2551	2528
12	1	5	1816	1802
12	1	6	1355	1352
12	1	7	1004	996
12	1	8	750	746
12	1	9	560	555
12	1	10	426	423
12	1	11	335	334
12	1	12	273	271
12	1	13	225	223
12	1	14	181	180
12	1	15	144	144
12	2	1	11149	10626
12	2	2	5041	4929
12	2	3	3066	2993
12	2	4	2082	2045
12	2	5	1434	1405
12	2	6	1032	1006
12	2	7	771	756
12	2	8	573	560
12	2	9	430	422
12	2	10	338	333
12	2	11	269	266
12	2	12	217	215
12	2	13	171	165
12	2	14	141	138
12	2	15	115	111
12	3	1	11126	7994
12	3	2	5235	4364
12	3	3	3327	2884
12	3	4	2339	2048
12	3	5	1670	1466
12	3	6	1256	1104
12	3	7	962	842
12	3	8	733	636
12	3	9	565	506
12	3	10	461	401
12	3	11	372	332
12	3	12	303	275
12	3	13	249	217
12	3	14	206	175
12	3	15	178	151
12	4	1	11050	10193
12	4	2	4984	4842
12	4	3	3021	2950
12	4	4	2006	1987
12	4	5	1372	1354
12	4	6	998	986
12	4	7	723	721
12	4	8	538	531
12	4	9	398	394
12	4	10	307	306
12	4	11	248	248
12	4	12	196	194
12	4	13	152	149
12	4	14	122	121
12	4	15	99	99
12	5	1	12378	9118
12	5	2	5787	5013
12	5	3	3566	3224
12	5	4	2408	2234
12	5	5	1660	1545
12	5	6	1197	1119
12	5	7	865	822
12	5	8	658	628
12	5	9	509	484
12	5	10	376	365
12	5	11	298	286
12	5	12	245	235
12	5	13	200	195
12	5	14	160	152
12	5	15	129	124
12	6	1	11186	9921
12	6	2	5635	5437
12	6	3	3390	3302
12	6	4	2214	2173
12	6	5	1505	1481
12	6	6	1110	1096
12	6	7	796	780
12	6	8	584	576
12	6	9	450	446
12	6	10	357	353
12	6	11	269	266
12	6	12	204	200
12	6	13	163	162
12	6	14	132	129
12	6	15	114	113
12	7	1	8580	5411
12	7	2	4394	3785
12	7	3	2725	2428
12	7	4	1842	1693
12	7	5	1300	1209
12	7	6	936	889
12	7	7	650	625
12	7	8	505	475
12	7	9	369	347
12	7	10	289	274
12	7	11	222	207
12	7	12	171	164
12	7	13	139	137
12	7	14	117	113
12	7	15	97	97
12	8	1	8517	6935
12	8	2	4270	3951
12	8	3	2548	2400
12	8	4	1664	1590
12	8	5	1123	1084
12	8	6	785	749
12	8	7	559	535
12	8	8	429	412
12	8	9	332	324
12	8	10	254	244
12	8	11	194	187
12	8	12	144	137
12	8	13	117	114
12	8	14	102	99
12	8	15	84	79
12	9	1	8521	7481
12	9	2	4242	3913
12	9	3	2514	2356
12	9	4	1640	1537
12	9	5	1095	1044
12	9	6	783	752
12	9	7	549	518
12	9	8	408	393
12	9	9	314	299
12	9	10	235	227
12	9	11	176	164
12	9	12	138	131
12	9	13	117	113
12	9	14	100	99
12	9	15	79	76
12	10	1	10716	7813
12	10	2	5302	4582
12	10	3	3256	2852
12	10	4	2211	1960
12	10	5	1543	1377
12	10	6	1144	1019
12	10	7	826	726
12	10	8	615	544
12	10	9	467	416
12	10	10	371	334
12	10	11	293	266
12	10	12	230	205
12	10	13	197	176
12	10	14	169	151
12	10	15	141	126
12	11	1	10891	7853
12	11	2	5279	4406
12	11	3	3209	2729
12	11	4	2184	1913
12	11	5	1523	1322
12	11	6	1126	980
12	11	7	825	727
12	11	8	608	539
12	11	9	449	392
12	11	10	353	302
12	11	11	288	245
12	11	12	247	216
12	11	13	205	177
12	11	14	171	146
12	11	15	141	125
12	12	1	11747	9541
12	12	2	5554	5001
12	12	3	3266	2973
12	12	4	2132	1957
12	12	5	1472	1349
12	12	6	1046	954
12	12	7	750	702
12	12	8	554	518
12	12	9	422	400
12	12	10	333	302
12	12	11	260	242
12	12	12	206	198
12	12	13	161	150
12	12	14	134	128
12	12	15	104	94
12	13	1	9978	9433
12	13	2	4316	4194
12	13	3	2414	2351
12	13	4	1483	1457
12	13	5	946	923
12	13	6	646	635
12	13	7	461	459
12	13	8	330	328
12	13	9	244	244
12	13	10	176	174
12	13	11	136	134
12	13	12	110	109
12	13	13	85	85
12	13	14	72	71
12	13	15	57	56
12	14	1	9998	7767
12	14	2	4401	3925
12	14	3	2560	2364
12	14	4	1647	1555
12	14	5	1096	1028
12	14	6	759	717
12	14	7	537	506
12	14	8	393	373
12	14	9	288	275
12	14	10	223	216
12	14	11	167	161
12	14	12	135	131
12	14	13	104	96
12	14	14	86	83
12	14	15	69	68
12	15	1	9976	7573
12	15	2	4400	3843
12	15	3	2532	2231
12	15	4	1630	1445
12	15	5	1110	1004
12	15	6	777	679
12	15	7	570	510
12	15	8	429	372
12	15	9	341	294
12	15	10	267	246
12	15	11	212	187
12	15	12	171	151
12	15	13	137	112
12	15	14	115	98
12	15	15	93	78
12	16	1	11650	10620
12	16	2	5322	5260
12	16	3	2898	2867
12	16	4	1782	1768
12	16	5	1150	1139
12	16	6	770	762
12	16	7	519	515
12	16	8	379	375
12	16	9	293	293
12	16	10	219	219
12	16	11	163	161
12	16	12	127	127
12	16	13	95	93
12	16	14	71	71
12	16	15	57	57
12	17	1	10429	8468
12	17	2	5108	4588
12	17	3	2978	2732
12	17	4	1926	1765
12	17	5	1313	1214
12	17	6	933	846
12	17	7	674	606
12	17	8	511	469
12	17	9	383	346
12	17	10	303	281
12	17	11	243	219
12	17	12	200	179
12	17	13	153	138
12	17	14	118	102
12	17	15	97	87
12	18	1	8224	6925
12	18	2	3893	3616
12	18	3	2142	2022
12	18	4	1323	1272
12	18	5	856	829
12	18	6	553	539
12	18	7	382	379
12	18	8	275	268
12	18	9	204	203
12	18	10	148	145
12	18	11	107	105
12	18	12	84	82
12	18	13	59	59
12	18	14	49	48
12	18	15	41	40
12	19	1	8304	6768
12	19	2	3924	3497
12	19	3	2166	1933
12	19	4	1326	1213
12	19	5	890	798
12	19	6	602	555
12	19	7	419	385
12	19	8	289	255
12	19	9	217	193
12	19	10	171	159
12	19	11	122	110
12	19	12	102	93
12	19	13	81	77
12	19	14	59	53
12	19	15	48	45
12	20	1	8282	6305
12	20	2	3879	3501
12	20	3	2143	1963
12	20	4	1345	1257
12	20	5	888	828
12	20	6	618	574
12	20	7	435	416
12	20	8	303	293
12	20	9	225	220
12	20	10	157	151
12	20	11	119	114
12	20	12	93	90
12	20	13	75	72
12	20	14	52	52
12	20	15	41	40
13	1	1	16038	13278
13	1	2	7121	6840
13	1	3	4256	4141
13	1	4	2924	2856
13	1	5	2098	2066
13	1	6	1569	1530
13	1	7	1207	1189
13	1	8	900	883
13	1	9	704	689
13	1	10	546	542
13	1	11	451	442
13	1	12	365	363
13	1	13	294	292
13	1	14	241	239
13	1	15	194	191
13	2	1	11153	6904
13	2	2	5446	4465
13	2	3	3621	3172
13	2	4	2607	2346
13	2	5	1912	1742
13	2	6	1449	1337
13	2	7	1090	1006
13	2	8	845	788
13	2	9	668	616
13	2	10	549	522
13	2	11	430	405
13	2	12	341	317
13	2	13	270	258
13	2	14	216	208
13	2	15	174	163
13	3	1	11107	8371
13	3	2	5252	4325
13	3	3	3401	2964
13	3	4	2418	2129
13	3	5	1770	1581
13	3	6	1310	1160
13	3	7	990	881
13	3	8	775	700
13	3	9	622	564
13	3	10	505	459
13	3	11	399	363
13	3	12	328	285
13	3	13	266	239
13	3	14	217	195
13	3	15	181	160
13	4	1	11027	7773
13	4	2	5258	4208
13	4	3	3445	2926
13	4	4	2460	2092
13	4	5	1807	1521
13	4	6	1380	1201
13	4	7	1046	908
13	4	8	821	732
13	4	9	656	569
13	4	10	517	456
13	4	11	427	378
13	4	12	343	302
13	4	13	289	253
13	4	14	250	219
13	4	15	218	189
13	5	1	11903	10305
13	5	2	5631	5370
13	5	3	3374	3275
13	5	4	2231	2169
13	5	5	1555	1522
13	5	6	1091	1077
13	5	7	813	804
13	5	8	600	595
13	5	9	453	450
13	5	10	352	351
13	5	11	276	274
13	5	12	230	228
13	5	13	186	185
13	5	14	144	143
13	5	15	124	123
13	6	1	11464	9461
13	6	2	5789	5398
13	6	3	3517	3360
13	6	4	2357	2248
13	6	5	1670	1599
13	6	6	1200	1152
13	6	7	880	861
13	6	8	658	636
13	6	9	502	490
13	6	10	406	398
13	6	11	330	323
13	6	12	258	253
13	6	13	204	199
13	6	14	168	165
13	6	15	137	133
13	7	1	8548	6734
13	7	2	4412	3995
13	7	3	2650	2446
13	7	4	1757	1642
13	7	5	1236	1175
13	7	6	864	818
13	7	7	637	601
13	7	8	479	449
13	7	9	351	335
13	7	10	288	274
13	7	11	235	215
13	7	12	193	183
13	7	13	155	151
13	7	14	130	124
13	7	15	108	102
13	8	1	8519	6566
13	8	2	4433	3856
13	8	3	2683	2374
13	8	4	1796	1611
13	8	5	1247	1137
13	8	6	875	801
13	8	7	634	575
13	8	8	480	442
13	8	9	370	336
13	8	10	296	268
13	8	11	234	214
13	8	12	197	185
13	8	13	162	146
13	8	14	135	126
13	8	15	112	104
13	9	1	8474	7761
13	9	2	4312	4151
13	9	3	2526	2450
13	9	4	1636	1591
13	9	5	1102	1071
13	9	6	756	742
13	9	7	542	524
13	9	8	409	399
13	9	9	316	311
13	9	10	253	248
13	9	11	199	196
13	9	12	151	149
13	9	13	124	122
13	9	14	99	99
13	9	15	76	76
13	10	1	10643	8215
13	10	2	5364	4892
13	10	3	3245	3028
13	10	4	2197	2082
13	10	5	1540	1469
13	10	6	1105	1044
13	10	7	810	774
13	10	8	614	593
13	10	9	457	436
13	10	10	351	335
13	10	11	288	279
13	10	12	218	210
13	10	13	166	160
13	10	14	129	126
13	10	15	105	104
13	11	1	10958	9189
13	11	2	5354	5023
13	11	3	3163	3025
13	11	4	2120	2031
13	11	5	1440	1383
13	11	6	1010	976
13	11	7	703	684
13	11	8	532	516
13	11	9	400	391
13	11	10	319	313
13	11	11	254	246
13	11	12	202	194
13	11	13	155	150
13	11	14	125	122
13	11	15	98	97
13	12	1	11819	10650
13	12	2	5625	5273
13	12	3	3270	3122
13	12	4	2130	2022
13	12	5	1484	1426
13	12	6	1036	1006
13	12	7	741	713
13	12	8	552	536
13	12	9	422	414
13	12	10	326	314
13	12	11	259	249
13	12	12	205	197
13	12	13	156	151
13	12	14	123	121
13	12	15	97	93
13	13	1	9935	7499
13	13	2	4538	3786
13	13	3	2697	2342
13	13	4	1787	1551
13	13	5	1251	1094
13	13	6	882	779
13	13	7	653	568
13	13	8	489	418
13	13	9	391	344
13	13	10	308	272
13	13	11	252	217
13	13	12	198	182
13	13	13	163	145
13	13	14	139	122
13	13	15	112	102
13	14	1	9913	9130
13	14	2	4388	4323
13	14	3	2514	2487
13	14	4	1529	1517
13	14	5	1018	1014
13	14	6	674	673
13	14	7	472	472
13	14	8	353	349
13	14	9	259	259
13	14	10	207	205
13	14	11	161	161
13	14	12	124	124
13	14	13	100	100
13	14	14	76	76
13	14	15	64	64
13	15	1	9953	8261
13	15	2	4454	4157
13	15	3	2610	2498
13	15	4	1643	1589
13	15	5	1091	1061
13	15	6	742	723
13	15	7	508	499
13	15	8	383	378
13	15	9	293	290
13	15	10	226	224
13	15	11	176	174
13	15	12	136	135
13	15	13	102	100
13	15	14	85	85
13	15	15	71	71
13	16	1	11812	10083
13	16	2	5438	5162
13	16	3	3086	2987
13	16	4	1946	1890
13	16	5	1308	1280
13	16	6	905	891
13	16	7	627	615
13	16	8	464	456
13	16	9	347	339
13	16	10	264	260
13	16	11	207	204
13	16	12	150	147
13	16	13	117	114
13	16	14	93	93
13	16	15	78	74
13	17	1	11057	5656
13	17	2	5512	3832
13	17	3	3608	2609
13	17	4	2581	1984
13	17	5	1918	1468
13	17	6	1462	1116
13	17	7	1142	881
13	17	8	908	699
13	17	9	728	551
13	17	10	605	479
13	17	11	507	383
13	17	12	406	330
13	17	13	327	268
13	17	14	279	207
13	17	15	233	187
13	18	1	8260	7289
13	18	2	3996	3716
13	18	3	2261	2087
13	18	4	1411	1321
13	18	5	889	818
13	18	6	609	577
13	18	7	422	394
13	18	8	305	281
13	18	9	226	209
13	18	10	182	165
13	18	11	136	126
13	18	12	111	99
13	18	13	92	85
13	18	14	67	62
13	18	15	56	51
13	19	1	8227	6589
13	19	2	3982	3575
13	19	3	2249	2043
13	19	4	1418	1288
13	19	5	944	877
13	19	6	658	617
13	19	7	442	410
13	19	8	326	303
13	19	9	238	214
13	19	10	189	173
13	19	11	148	140
13	19	12	116	111
13	19	13	99	91
13	19	14	75	68
13	19	15	61	56
13	20	1	8260	6212
13	20	2	3964	3502
13	20	3	2262	2018
13	20	4	1432	1310
13	20	5	947	869
13	20	6	647	600
13	20	7	437	416
13	20	8	322	304
13	20	9	238	216
13	20	10	188	177
13	20	11	137	133
13	20	12	111	104
13	20	13	87	86
13	20	14	67	66
13	20	15	58	56
14	1	1	15774	11061
14	1	2	6945	6024
14	1	3	4239	3839
14	1	4	2978	2728
14	1	5	2137	1977
14	1	6	1599	1486
14	1	7	1223	1142
14	1	8	936	877
14	1	9	730	702
14	1	10	580	546
14	1	11	471	444
14	1	12	367	340
14	1	13	294	282
14	1	14	243	232
14	1	15	195	185
14	2	1	11423	10948
14	2	2	4924	4838
14	2	3	2954	2913
14	2	4	1948	1934
14	2	5	1323	1316
14	2	6	946	943
14	2	7	702	699
14	2	8	523	522
14	2	9	396	395
14	2	10	313	311
14	2	11	244	242
14	2	12	190	189
14	2	13	141	141
14	2	14	116	115
14	2	15	98	98
14	3	1	10770	8056
14	3	2	5037	4385
14	3	3	3178	2863
14	3	4	2205	2021
14	3	5	1571	1443
14	3	6	1157	1064
14	3	7	858	791
14	3	8	657	598
14	3	9	501	467
14	3	10	401	367
14	3	11	314	293
14	3	12	251	242
14	3	13	199	186
14	3	14	164	157
14	3	15	131	126
14	4	1	10609	8832
14	4	2	4899	4636
14	4	3	2949	2822
14	4	4	1976	1878
14	4	5	1369	1314
14	4	6	980	943
14	4	7	730	701
14	4	8	555	532
14	4	9	424	408
14	4	10	334	320
14	4	11	262	255
14	4	12	220	208
14	4	13	170	158
14	4	14	130	122
14	4	15	108	103
14	5	1	11998	7900
14	5	2	5619	5070
14	5	3	3359	3156
14	5	4	2246	2137
14	5	5	1573	1503
14	5	6	1109	1057
14	5	7	817	785
14	5	8	623	595
14	5	9	468	450
14	5	10	365	355
14	5	11	276	268
14	5	12	235	228
14	5	13	183	178
14	5	14	152	148
14	5	15	121	121
14	6	1	11485	10092
14	6	2	5626	5463
14	6	3	3298	3250
14	6	4	2155	2124
14	6	5	1486	1472
14	6	6	1046	1037
14	6	7	777	765
14	6	8	570	562
14	6	9	443	441
14	6	10	326	326
14	6	11	251	247
14	6	12	204	204
14	6	13	160	160
14	6	14	137	135
14	6	15	113	111
14	7	1	8795	8262
14	7	2	4251	4102
14	7	3	2464	2393
14	7	4	1559	1512
14	7	5	1066	1033
14	7	6	739	711
14	7	7	539	517
14	7	8	406	391
14	7	9	296	285
14	7	10	221	211
14	7	11	175	172
14	7	12	140	135
14	7	13	107	101
14	7	14	90	88
14	7	15	73	71
14	8	1	8524	6675
14	8	2	4253	3775
14	8	3	2535	2286
14	8	4	1645	1491
14	8	5	1157	1057
14	8	6	824	733
14	8	7	597	546
14	8	8	453	413
14	8	9	338	308
14	8	10	253	237
14	8	11	197	181
14	8	12	158	149
14	8	13	122	113
14	8	14	104	97
14	8	15	85	78
14	9	1	8439	5947
14	9	2	4244	3644
14	9	3	2563	2286
14	9	4	1697	1538
14	9	5	1177	1075
14	9	6	815	762
14	9	7	615	575
14	9	8	452	427
14	9	9	350	326
14	9	10	274	254
14	9	11	213	203
14	9	12	163	157
14	9	13	134	126
14	9	14	111	106
14	9	15	87	82
14	10	1	10667	10435
14	10	2	5143	5082
14	10	3	2940	2922
14	10	4	1886	1878
14	10	5	1271	1263
14	10	6	851	840
14	10	7	620	617
14	10	8	446	441
14	10	9	322	320
14	10	10	239	236
14	10	11	177	177
14	10	12	137	137
14	10	13	114	112
14	10	14	97	97
14	10	15	79	79
14	11	1	11053	7257
14	11	2	5291	4259
14	11	3	3287	2763
14	11	4	2262	1941
14	11	5	1602	1357
14	11	6	1145	975
14	11	7	872	762
14	11	8	659	572
14	11	9	505	446
14	11	10	398	347
14	11	11	307	273
14	11	12	255	221
14	11	13	196	159
14	11	14	168	153
14	11	15	142	123
14	12	1	11956	6235
14	12	2	5706	4240
14	12	3	3609	2979
14	12	4	2538	2170
14	12	5	1849	1624
14	12	6	1376	1224
14	12	7	1018	909
14	12	8	770	700
14	12	9	585	528
14	12	10	454	416
14	12	11	337	311
14	12	12	275	258
14	12	13	221	205
14	12	14	187	172
14	12	15	157	144
14	13	1	10603	9648
14	13	2	4393	4213
14	13	3	2460	2381
14	13	4	1493	1447
14	13	5	949	929
14	13	6	639	621
14	13	7	454	443
14	13	8	333	327
14	13	9	235	230
14	13	10	171	167
14	13	11	124	123
14	13	12	101	101
14	13	13	77	75
14	13	14	67	67
14	13	15	54	54
14	14	1	9563	9014
14	14	2	4153	3951
14	14	3	2314	2211
14	14	4	1382	1322
14	14	5	908	864
14	14	6	612	584
14	14	7	439	417
14	14	8	329	311
14	14	9	229	217
14	14	10	168	160
14	14	11	126	123
14	14	12	100	98
14	14	13	85	82
14	14	14	69	64
14	14	15	55	53
14	15	1	9498	6986
14	15	2	4272	3574
14	15	3	2502	2134
14	15	4	1603	1355
14	15	5	1127	966
14	15	6	805	708
14	15	7	570	501
14	15	8	421	365
14	15	9	307	262
14	15	10	243	217
14	15	11	187	168
14	15	12	157	137
14	15	13	125	114
14	15	14	107	96
14	15	15	81	74
14	16	1	11791	7237
14	16	2	5428	4882
14	16	3	3166	2948
14	16	4	2082	1976
14	16	5	1402	1327
14	16	6	968	918
14	16	7	693	664
14	16	8	497	477
14	16	9	373	362
14	16	10	277	265
14	16	11	212	207
14	16	12	155	145
14	16	13	109	104
14	16	14	89	87
14	16	15	67	63
14	17	1	10553	8619
14	17	2	5038	4618
14	17	3	2921	2734
14	17	4	1908	1809
14	17	5	1252	1192
14	17	6	867	830
14	17	7	611	581
14	17	8	459	438
14	17	9	348	342
14	17	10	268	258
14	17	11	217	213
14	17	12	172	165
14	17	13	123	120
14	17	14	99	92
14	17	15	77	75
14	18	1	8518	7628
14	18	2	3855	3645
14	18	3	2039	1926
14	18	4	1234	1171
14	18	5	787	741
14	18	6	526	501
14	18	7	345	331
14	18	8	242	234
14	18	9	178	173
14	18	10	135	132
14	18	11	98	94
14	18	12	75	70
14	18	13	58	56
14	18	14	49	46
14	18	15	39	37
14	19	1	8130	7438
14	19	2	3748	3624
14	19	3	1966	1921
14	19	4	1208	1183
14	19	5	758	731
14	19	6	494	480
14	19	7	329	314
14	19	8	230	221
14	19	9	161	153
14	19	10	119	114
14	19	11	89	86
14	19	12	67	63
14	19	13	52	51
14	19	14	47	44
14	19	15	37	33
14	20	1	8106	5974
14	20	2	3771	3282
14	20	3	2045	1817
14	20	4	1314	1177
14	20	5	857	791
14	20	6	584	533
14	20	7	398	367
14	20	8	281	266
14	20	9	209	200
14	20	10	155	145
14	20	11	114	107
14	20	12	80	73
14	20	13	66	61
14	20	14	55	51
14	20	15	42	41
15	1	1	15666	10027
15	1	2	7075	5962
15	1	3	4514	4018
15	1	4	3273	2954
15	1	5	2399	2174
15	1	6	1816	1642
15	1	7	1428	1308
15	1	8	1111	1003
15	1	9	881	812
15	1	10	705	655
15	1	11	567	518
15	1	12	453	427
15	1	13	375	355
15	1	14	302	279
15	1	15	250	229
15	2	1	10761	6452
15	2	2	5334	4326
15	2	3	3602	3103
15	2	4	2553	2231
15	2	5	1869	1631
15	2	6	1412	1244
15	2	7	1087	979
15	2	8	861	779
15	2	9	679	604
15	2	10	542	484
15	2	11	446	399
15	2	12	372	338
15	2	13	307	275
15	2	14	243	226
15	2	15	192	170
15	3	1	10637	8810
15	3	2	5045	4575
15	3	3	3228	2941
15	3	4	2168	2016
